event,gender,competition,year,round_raw,lane,position,athlete,athlete,athlete,athlete,country,country,country,time_or_mark,reaction_time,reaction_time
200m,M,Olympics,2008,table_17,2,7,Jared Connaughton,,,,Canada,,,20.58,0.146,
200m,M,Olympics,2008,table_17,8,8,Kristof Beyens,,,,Belgium,,,20.69,0.211,
200m,M,Olympics,2008,table_18,6,1,Usain Bolt,,,,Jamaica,,,20.09,0.175,
200m,M,Olympics,2008,table_18,5,2,Shawn Crawford,,,,United States,,,20.12,0.196,
200m,M,Olympics,2008,table_18,7,3,Wallace Spearmon,,,,United States,,,20.14,0.196,
200m,M,Olympics,2008,table_18,8,4,Kim Collins,,,,Saint Kitts and Nevis,,,20.25,0.191,
200m,M,Olympics,2008,table_18,4,5,Brendan Christian,,,,Antigua and Barbuda,,,20.29,0.135,
200m,M,Olympics,2008,table_18,2,6,Stephan Buckland,,,,Mauritius,,,20.48,0.141,
200m,M,Olympics,2008,table_18,3,7,Marlon Devonish,,,,Great Britain,,,20.57,0.258,
200m,M,Olympics,2008,table_18,9,,Jaysuma Saidy Ndure,,,,Norway,,,DNS,—,
200m,M,Olympics,2008,table_19,5,,Usain Bolt,,,,Jamaica,,,19.3,0.182,
200m,M,Olympics,2008,table_19,4,,Shawn Crawford,,,,United States,,,19.96,0.21,
200m,M,Olympics,2008,table_19,8,,Walter Dix,,,,United States,,,19.98,0.151,
200m,M,Olympics,2008,table_19,6,4,Brian Dzingai,,,,Zimbabwe,,,20.22,0.185,
200m,M,Olympics,2008,table_19,3,5,Christian Malcolm,,,,Great Britain,,,20.4,0.212,
200m,M,Olympics,2008,table_19,2,6,Kim Collins,,,,Saint Kitts and Nevis,,,20.59,0.165,
200m,M,Olympics,2008,table_19,7,,Churandy Martina,,,,Netherlands Antilles,,,19.82,0.144,
200m,M,Olympics,2008,table_19,9,,Wallace Spearmon,,,,United States,,,19.95,0.167,
200m,F,Olympics,2008,table_6,5,1,Veronica Campbell-Brown,,,,Jamaica,,,22.19,,
200m,F,Olympics,2008,table_6,7,2,Kerron Stewart,,,,Jamaica,,,22.29,,
200m,F,Olympics,2008,table_6,4,3,Muna Lee,,,,United States,,,22.29,,
200m,F,Olympics,2008,table_6,9,4,Debbie Ferguson-McKenzie,,,,Bahamas,,,22.51,,
200m,F,Olympics,2008,table_6,6,5,Yuliya Chermoshanskaya,,,,Russia,,,22.57,,
200m,F,Olympics,2008,table_6,3,6,Nataliya Pyhyda,,,,Ukraine,,,22.95,,
200m,F,Olympics,2008,table_6,8,7,Susanthika Jayasinghe,,,,Sri Lanka,,,22.98,,
200m,F,Olympics,2008,table_6,2,8,Roxana Díaz,,,,Cuba,,,23.12,,
200m,F,Olympics,2008,table_7,7,1,Allyson Felix,,,,United States,,,22.33,,
200m,F,Olympics,2008,table_7,9,2,Marshevet Hooker,,,,United States,,,22.5,,
200m,F,Olympics,2008,table_7,5,3,Sherone Simpson,,,,Jamaica,,,22.5,,
200m,F,Olympics,2008,table_7,3,4,Cydonie Mothersille,,,,Cayman Islands,,,22.61,,
200m,F,Olympics,2008,table_7,4,5,Muriel Hurtis-Houairi,,,,France,,,22.71,,
200m,F,Olympics,2008,table_7,6,6,Roqaya Al-Gassra,,,,Bahrain,,,22.72,,
200m,F,Olympics,2008,table_7,8,7,Emily Freeman,,,,Great Britain,,,22.83,,
200m,F,Olympics,2008,table_7,2,8,Aleksandra Fedoriva,,,,Russia,,,23.22,,
200m,F,Olympics,2008,table_8,4,,Veronica Campbell-Brown,,,,Jamaica,,,21.74,,0.172
200m,F,Olympics,2008,table_8,5,,Allyson Felix,,,,United States,,,21.93,,0.193
200m,F,Olympics,2008,table_8,6,,Kerron Stewart,,,,Jamaica,,,22,,0.199
200m,F,Olympics,2008,table_8,9,4,Muna Lee,,,,United States,,,22.01,,0.176
200m,F,Olympics,2008,table_8,7,5,Marshevet Hooker,,,,United States,,,22.34,,0.2
200m,F,Olympics,2008,table_8,8,6,Sherone Simpson,,,,Jamaica,,,22.36,,0.167
200m,F,Olympics,2008,table_8,2,7,Debbie Ferguson-McKenzie,,,,Bahamas,,,22.61,,0.175
200m,F,Olympics,2008,table_8,3,8,Cydonie Mothersille,,,,Cayman Islands,,,22.68,,0.206
400m,M,Olympics,2008,table_6,4,1,Leslie Djhone,,,,France,,,45.12,0.19,
400m,M,Olympics,2008,table_6,5,2,David Neville,,,,United States,,,45.22,0.189,
400m,M,Olympics,2008,table_6,6,3,William Collazo,,,,Cuba,,,45.37,0.18,
400m,M,Olympics,2008,table_6,8,4,Kévin Borlée,,,,Belgium,,,45.43,0.149,
400m,M,Olympics,2008,table_6,9,5,Denis Alekseyev,,,,Russia,,,45.52,0.299,
400m,M,Olympics,2008,table_6,3,6,Young Talkmore Nyongani,,,,Zimbabwe,,,45.89,0.249,
400m,M,Olympics,2008,table_6,7,7,Eric Milazar,,,,Mauritius,,,46.06,0.209,
400m,M,Olympics,2008,table_6,2,8,Gakologelwang Masheto,,,,Botswana,,,46.29,0.183,
400m,M,Olympics,2008,table_7,6,1,Chris Brown,,,,Bahamas,,,44.79,0.205,
400m,M,Olympics,2008,table_7,7,2,Joel Milburn,,,,Australia,,,44.8,0.155,
400m,M,Olympics,2008,table_7,4,3,Johan Wissman,,,,Sweden,,,44.81,0.229,
400m,M,Olympics,2008,table_7,5,4,Gary Kikaya,,,,Democratic Republic of the Congo,,,44.89,0.184,
400m,M,Olympics,2008,table_7,8,5,Sanjay Ayre,,,,Jamaica,,,45.66,0.177,
400m,M,Olympics,2008,table_7,9,6,Arismendy Peguero,,,,Dominican Republic,,,46.28,0.236,
400m,M,Olympics,2008,table_7,3,7,Ivano Bucci,,,,San Marino,,,48.54,0.209,
400m,M,Olympics,2008,table_7,2,8,Liu Xiaosheng,,,,China,,,53.11,0.245,
400m,M,Olympics,2008,table_8,8,1,Nery Brenes,,,,Costa Rica,,,45.36,0.196,
400m,M,Olympics,2008,table_8,3,2,James Godday,,,,Nigeria,,,45.49,0.2,
400m,M,Olympics,2008,table_8,9,3,Andretti Bain,,,,Bahamas,,,45.96,0.225,
400m,M,Olympics,2008,table_8,7,4,Niko Verekauta,,,,Fiji,,,46.32,0.161,
400m,M,Olympics,2008,table_8,6,5,Fernando de Almeida,,,,Brazil,,,46.6,0.158,
400m,M,Olympics,2008,table_8,2,6,Lewis Banda,,,,Zimbabwe,,,46.76,0.244,
400m,M,Olympics,2008,table_8,4,7,Vincent Mumo Kiilu,,,,Kenya,,,46.79,0.212,
400m,M,Olympics,2008,table_8,5,8,Nagmeldin Ali Abubakr,,,,Sudan,,,47.12,0.247,
400m,M,Olympics,2008,table_9,7,1,Martyn Rooney,,,,Great Britain,,,45,0.207,
400m,M,Olympics,2008,table_9,8,2,Sean Wroe,,,,Australia,,,45.17,0.182,
400m,M,Olympics,2008,table_9,5,3,Ricardo Chambers,,,,Jamaica,,,45.22,0.211,
400m,M,Olympics,2008,table_9,3,4,Erison Hurtault,,,,Dominica,,,46.1,0.246,
400m,M,Olympics,2008,table_9,9,5,Andrés Silva,,,,Uruguay,,,46.34,0.265,
400m,M,Olympics,2008,table_9,2,6,Rudolf Götz,,,,Czech Republic,,,46.38,0.157,
400m,M,Olympics,2008,table_9,6,7,Yuzo Kanemaru,,,,Japan,,,46.39,0.225,
400m,M,Olympics,2008,table_9,4,,California Molefe,,,,Botswana,,,DNS,—,
400m,M,Olympics,2008,table_10,2,1,LaShawn Merritt,,,,United States,,,44.96,0.214,
400m,M,Olympics,2008,table_10,7,2,Saul Weigopwa,,,,Nigeria,,,45.19,0.172,
400m,M,Olympics,2008,table_10,8,3,Claudio Licciardello,,,,Italy,,,45.25,0.186,
400m,M,Olympics,2008,table_10,3,4,Jonathan Borlée,,,,Belgium,,,45.25,0.225,
400m,M,Olympics,2008,table_10,6,5,Ato Modibo,,,,Trinidad and Tobago,,,45.63,0.195,
400m,M,Olympics,2008,table_10,9,6,Alleyne Francique,,,,Grenada,,,46.15,0.215,
400m,M,Olympics,2008,table_10,5,7,Geiner Mosquera,,,,Colombia,,,46.59,0.268,
400m,M,Olympics,2008,table_10,4,8,Siraj Williams,,,,Liberia,,,47.89,0.288,
400m,M,Olympics,2008,table_11,7,1,Andrew Steele,,,,Great Britain,,,44.94,0.248,
400m,M,Olympics,2008,table_11,5,2,Renny Quow,,,,Trinidad and Tobago,,,45.13,0.266,
400m,M,Olympics,2008,table_11,6,3,Michael Mathieu,,,,Bahamas,,,45.17,0.193,
400m,M,Olympics,2008,table_11,8,4,Michael Blackwood,,,,Jamaica,,,45.56,0.204,
400m,M,Olympics,2008,table_11,2,5,Tyler Christopher,,,,Canada,,,45.67,0.172,
400m,M,Olympics,2008,table_11,3,6,Joel Phillip,,,,Grenada,,,46.3,0.198,
400m,M,Olympics,2008,table_11,9,7,Félix Martínez,,,,Puerto Rico,,,46.46,0.347,
400m,M,Olympics,2008,table_11,4,8,Daniel Dąbrowski,,,,Poland,,,47.83,0.26,
400m,M,Olympics,2008,table_12,9,1,Jeremy Wariner,,,,United States,,,45.23,0.253,
400m,M,Olympics,2008,table_12,6,2,Tabarie Henry,,,,Virgin Islands,,,45.36,0.165,
400m,M,Olympics,2008,table_12,2,3,Cedric van Branteghem,,,,Belgium,,,45.54,0.203,
400m,M,Olympics,2008,table_12,4,4,David Gillick,,,,Ireland,,,45.83,0.275,
400m,M,Olympics,2008,table_12,5,5,Maksim Dyldin,,,,Russia,,,46.03,0.194,
400m,M,Olympics,2008,table_12,3,6,Myhaylo Knysh,,,,Ukraine,,,46.28,0.26,
400m,M,Olympics,2008,table_12,7,7,Mathieu Gnanligo,,,,Benin,,,47.1,0.207,
400m,M,Olympics,2008,table_12,8,8,Naiel Santiago d'Almeida,,,,São Tomé and Príncipe,,,49.08,0.178,
400m,M,Olympics,2008,table_13,6,1,Jeremy Wariner,,,,United States,,,44.15,0.224,
400m,M,Olympics,2008,table_13,5,2,Chris Brown,,,,Bahamas,,,44.59,0.244,
400m,M,Olympics,2008,table_13,6,3,Kévin Borlée,,,,Belgium,,,44.88,0.162,
400m,M,Olympics,2008,table_13,7,4,Nery Brenes,,,,Costa Rica,,,44.94,0.169,
400m,M,Olympics,2008,table_13,4,5,Saul Weigopwa,,,,Nigeria,,,45.02,0.168,
400m,M,Olympics,2008,table_13,2,6,William Collazo,,,,Cuba,,,45.06,0.191,
400m,M,Olympics,2008,table_13,8,7,Tabarie Henry,,,,Virgin Islands,,,45.19,0.165,
400m,M,Olympics,2008,table_13,2,8,Claudio Licciardello,,,,Italy,,,45.64,0.259,
400m,M,Olympics,2008,table_14,6,1,Leslie Djhone,,,,France,,,44.79,0.159,
400m,M,Olympics,2008,table_14,4,2,David Neville,,,,United States,,,44.91,0.19,
400m,M,Olympics,2008,table_14,5,3,Joel Milburn,,,,Australia,,,45.06,0.187,
400m,M,Olympics,2008,table_14,9,4,Ricardo Chambers,,,,Jamaica,,,45.09,0.22,
400m,M,Olympics,2008,table_14,3,5,Jonathan Borlée,,,,Belgium,,,45.11,0.191,
400m,M,Olympics,2008,table_14,8,6,James Godday,,,,Nigeria,,,45.24,0.185,
400m,M,Olympics,2008,table_14,2,7,Andretti Bain,,,,Bahamas,,,45.52,0.196,
400m,M,Olympics,2008,table_14,7,8,Andrew Steele,,,,Great Britain,,,45.59,0.216,
400m,M,Olympics,2008,table_15,7,1,LaShawn Merritt,,,,United States,,,44.12,0.187,
400m,M,Olympics,2008,table_15,6,2,Martyn Rooney,,,,Great Britain,,,44.6,0.126,
400m,M,Olympics,2008,table_15,8,3,Johan Wissman,,,,Sweden,,,44.64,0.211,
400m,M,Olympics,2008,table_15,5,4,Renny Quow,,,,Trinidad and Tobago,,,44.82,0.204,
400m,M,Olympics,2008,table_15,2,5,Gary Kikaya,,,,Democratic Republic of the Congo,,,44.94,0.187,
400m,M,Olympics,2008,table_15,9,6,Michael Mathieu,,,,Bahamas,,,45.56,0.203,
400m,M,Olympics,2008,table_15,4,7,Sean Wroe,,,,Australia,,,45.56,0.205,
400m,M,Olympics,2008,table_15,3,8,Cedric van Branteghem,,,,Belgium,,,45.81,0.199,
400m,M,Olympics,2008,table_16,4,,LaShawn Merritt,,,,United States,,,43.75,0.318,
400m,M,Olympics,2008,table_16,7,,Jeremy Wariner,,,,United States,,,44.74,0.209,
400m,M,Olympics,2008,table_16,9,,David Neville,,,,United States,,,44.8,0.293,
400m,M,Olympics,2008,table_16,5,4,Chris Brown,,,,Bahamas,,,44.84,0.231,
400m,M,Olympics,2008,table_16,6,5,Leslie Djhone,,,,France,,,45.11,0.164,
400m,M,Olympics,2008,table_16,8,6,Martyn Rooney,,,,Great Britain,,,45.12,0.208,
400m,M,Olympics,2008,table_16,2,7,Renny Quow,,,,Trinidad and Tobago,,,45.22,0.201,
400m,M,Olympics,2008,table_16,3,8,Johan Wissman,,,,Sweden,,,45.39,0.218,
400m,F,Olympics,2008,table_6,4,,Christine Ohuruogu,,,,Great Britain,,,49.62,,
400m,F,Olympics,2008,table_6,6,,Shericka Williams,,,,Jamaica,,,49.69,,
400m,F,Olympics,2008,table_6,7,,Sanya Richards,,,,United States,,,49.93,,
400m,F,Olympics,2008,table_6,5,4,Yulia Gushchina,,,,Russia,,,50.01,,
400m,F,Olympics,2008,table_6,2,5,Rosemarie Whyte,,,,Jamaica,,,50.68,,
400m,F,Olympics,2008,table_6,8,6,Amantle Montsho,,,,Botswana,,,51.18,,
400m,F,Olympics,2008,table_6,9,,Anastasia Kapachinskaya,,,,Russia,,,50.03,,
400m,F,Olympics,2008,table_6,3,,Tatiana Firova,,,,Russia,,,50.11,,
100m,M,Olympics,2012,table_7,3,1,Artur Bruno Rojas,,,,Bolivia,,,10.62,0.162,
100m,M,Olympics,2012,table_7,7,2,Devilert Arsene Kimbembe,,,,Republic of the Congo,,,10.68,0.143,
100m,M,Olympics,2012,table_7,4,3,Holder da Silva,,,,Guinea-Bissau,,,10.69,0.168,
100m,M,Olympics,2012,table_7,8,4,Joseph Andy Lui,,,,Tonga,,,11.17,0.184,
100m,M,Olympics,2012,table_7,6,5,Mohan Khan,,,,Bangladesh,,,11.25,0.149,
100m,M,Olympics,2012,table_7,5,6,Kilakone Siphonexay,,,,Laos,,,11.3,0.174,
100m,M,Olympics,2012,table_7,2,7,Christopher Lima da Costa,,,,São Tomé and Príncipe,,,11.56,0.195,
100m,M,Olympics,2012,table_8,5,1,Jurgen Themen,,,,Suriname,,,10.55,0.158,
100m,M,Olympics,2012,table_8,4,2,Fernando Lumain,,,,Indonesia,,,10.8,0.155,
100m,M,Olympics,2012,table_8,2,3,Wilfried Bingangoye,,,,Gabon,,,10.89,0.239,
100m,M,Olympics,2012,table_8,8,4,Liaquat Ali,,,,Pakistan,,,10.9,0.169,
100m,M,Olympics,2012,table_8,6,5,Rodman Teltull,,,,Palau,,,11.06,0.171,
100m,M,Olympics,2012,table_8,7,6,Tavevele Noa,,,,Tuvalu,,,11.55,0.18,
100m,M,Olympics,2012,table_8,3,7,Timi Garstang,,,,Marshall Islands,,,12.81,0.162,
100m,M,Olympics,2012,table_9,6,1,Béranger Aymard Bosse,,,,Central African Republic,,,10.55,0.162,
100m,M,Olympics,2012,table_9,8,2,Yeo Foo Ee Gary,,,,Singapore,,,10.57,0.159,
100m,M,Olympics,2012,table_9,4,3,Azneem Ahmed,,,,Maldives,,,10.79,0.153,
100m,M,Olympics,2012,table_9,3,4,J'maal Alexander,,,,British Virgin Islands,,,10.92,0.163,
100m,M,Olympics,2012,table_9,5,5,John Howard,,,,Federated States of Micronesia,,,11.05,0.203,
100m,M,Olympics,2012,table_9,2,6,Chris Walasi,,,,Solomon Islands,,,11.42,0.164,
100m,M,Olympics,2012,table_9,7,7,Elama Fa’atonu,,,,American Samoa,,,11.48,0.17,
100m,M,Olympics,2012,table_10,3,1,Gérard Kobéané,,,,Burkina Faso,,,10.42,0.194,
100m,M,Olympics,2012,table_10,8,2,Fabrice Coiffic,,,,Mauritius,,,10.62,0.149,
100m,M,Olympics,2012,table_10,6,3,Courtney Carl Williams,,,,Saint Vincent and the Grenadines,,,10.8,0.164,
100m,M,Olympics,2012,table_10,2,4,Rachid Chouhal,,,,Malta,,,10.83,0.16,
100m,M,Olympics,2012,table_10,5,5,Tilak Ram Tharu,,,,Nepal,,,10.85,0.156,
100m,M,Olympics,2012,table_10,9,6,Masoud Azizi,,,,Afghanistan,,,11.19,0.167,
100m,M,Olympics,2012,table_10,7,7,Nooa Takooa,,,,Kiribati,,,11.53,0.155,
100m,M,Olympics,2012,table_10,4,8,Patrick Tuara,,,,Cook Islands,,,11.72,0.165,
100m,M,Olympics,2012,table_11,6,1,Tyson Gay,,,,United States,,,10.08,0.147,
100m,M,Olympics,2012,table_11,5,2,Richard Thompson,,,,Trinidad and Tobago,,,10.14,0.151,
100m,M,Olympics,2012,table_11,7,3,Gerald Phiri,,,,Zambia,,,10.16,0.147,
100m,M,Olympics,2012,table_11,3,4,Jaysuma Saidy Ndure,,,,Norway,,,10.28,0.166,
100m,M,Olympics,2012,table_11,4,5,Ángel David Rodríguez,,,,Spain,,,10.34,0.168,
100m,M,Olympics,2012,table_11,2,6,Jurgen Themen,,,,Suriname,,,10.53,0.169,
100m,M,Olympics,2012,table_11,5,7,Isidro Montoya,,,,Colombia,,,10.54,0.165,
100m,M,Olympics,2012,table_11,1,8,Yeo Foo Ee Gary,,,,Singapore,,,10.69,0.144,
100m,M,Olympics,2012,table_12,4,1,Justin Gatlin,,,,United States,,,9.97,0.2,
100m,M,Olympics,2012,table_12,6,2,Derrick Atkins,,,,Bahamas,,,10.22,0.179,
100m,M,Olympics,2012,table_12,5,3,Rondel Sorrillo,,,,Trinidad and Tobago,,,10.23,0.148,
100m,M,Olympics,2012,table_12,8,4,Dariusz Kuć,,,,Poland,,,10.24,0.163,
100m,M,Olympics,2012,table_12,9,5,Nilson André,,,,Brazil,,,10.26,0.172,
100m,M,Olympics,2012,table_12,7,6,Masashi Eriguchi,,,,Japan,,,10.3,0.144,
100m,M,Olympics,2012,table_12,3,7,Barakat Al-Harthi,,,,Oman,,,10.41,0.152,
100m,M,Olympics,2012,table_12,2,8,Fernando Lumain,,,,Indonesia,,,10.9,0.162,
100m,M,Olympics,2012,table_13,7,1,Ryan Bailey,,,,United States,,,9.88,0.177,
100m,M,Olympics,2012,table_13,8,2,Ben Youssef Meïté,,,,Ivory Coast,,,10.06,0.174,
100m,M,Olympics,2012,table_13,6,3,Justyn Warner,,,,Canada,,,10.09,0.149,
100m,M,Olympics,2012,table_13,4,4,Kemar Hyman,,,,Cayman Islands,,,10.16,0.15,
100m,M,Olympics,2012,table_13,9,5,Suwaibou Sanneh,,,,The Gambia,,,10.21,0.176,
100m,M,Olympics,2012,table_13,5,6,Rytis Sakalauskas,,,,Lithuania,,,10.29,0.178,
100m,M,Olympics,2012,table_13,3,7,Béranger Aymard Bosse,,,,Central African Republic,,,10.53,0.17,
100m,M,Olympics,2012,table_13,2,8,Artur Bruno Rojas,,,,Bolivia,,,10.65,0.154,
100m,M,Olympics,2012,table_14,7,1,Usain Bolt,,,,Jamaica,,,10.09,0.178,
100m,M,Olympics,2012,table_14,5,2,Daniel Bailey,,,,Antigua and Barbuda,,,10.12,0.162,
100m,M,Olympics,2012,table_14,6,3,James Dasaolu,,,,Great Britain,,,10.13,0.174,
100m,M,Olympics,2012,table_14,3,4,Amr Ibrahim Mostafa Seoud,,,,Egypt,,,10.22,0.164,
100m,M,Olympics,2012,table_14,4,5,Jason Rogers,,,,Saint Kitts and Nevis,,,10.3,0.177,
100m,M,Olympics,2012,table_14,8,6,Ogho-Oghene Egwero,,,,Nigeria,,,10.38,0.174,
100m,M,Olympics,2012,table_14,2,7,Holder da Silva,,,,Guinea-Bissau,,,10.71,0.182,
100m,M,Olympics,2012,table_14,9,,Idrissa Adam,,,,Cameroon,,,DNF,0.206,
100m,M,Olympics,2012,table_15,7,1,Asafa Powell,,,,Jamaica,,,10.04,0.166,
100m,M,Olympics,2012,table_15,4,2,Adam Gemili,,,,Great Britain,,,10.11,0.156,
100m,M,Olympics,2012,table_15,6,3,Churandy Martina,,,,Netherlands,,,10.2,0.168,
100m,M,Olympics,2012,table_15,9,4,Reza Ghasemi,,,,Iran,,,10.31,0.148,
100m,M,Olympics,2012,table_15,5,5,Obinna Metu,,,,Nigeria,,,10.35,0.153,
100m,M,Olympics,2012,table_15,8,6,Ramon Gittens,,,,Barbados,,,10.35,0.162,
100m,M,Olympics,2012,table_15,2,7,Paul Williams,,,,Grenada,,,10.65,0.168,
100m,M,Olympics,2012,table_15,3,8,Devilert Arsene Kimbembe,,,,Republic of the Congo,,,10.94,0.157,
100m,M,Olympics,2012,table_16,5,1,Yohan Blake,,,,Jamaica,,,10,0.175,
100m,M,Olympics,2012,table_16,7,2,Ryota Yamagata,,,,Japan,,,10.07,0.149,
100m,M,Olympics,2012,table_16,3,3,Su Bingtian,,,,China,,,10.19,0.162,
100m,M,Olympics,2012,table_16,6,4,Antoine Adams,,,,Saint Kitts and Nevis,,,10.22,0.154,
100m,M,Olympics,2012,table_16,9,5,Peter Emelieze,,,,Nigeria,,,10.22,0.153,
100m,M,Olympics,2012,table_16,8,6,Jeremy Bascom,,,,Guyana,,,10.31,0.135,
100m,M,Olympics,2012,table_16,4,7,Marek Niit,,,,Estonia,,,10.4,0.158,
100m,M,Olympics,2012,table_16,2,8,Azneem Ahmed,,,,Maldives,,,10.84,0.157,
100m,M,Olympics,2012,table_17,9,1,Dwain Chambers,,,,Great Britain,,,10.02,0.157,
100m,M,Olympics,2012,table_17,6,2,Jimmy Vicaut,,,,France,,,10.11,0.196,
100m,M,Olympics,2012,table_17,5,3,Keston Bledman,,,,Trinidad and Tobago,,,10.13,0.195,
100m,M,Olympics,2012,table_17,7,4,Warren Fraser,,,,Bahamas,,,10.27,0.171,
100m,M,Olympics,2012,table_17,8,5,Miguel López,,,,Puerto Rico,,,10.31,0.145,
100m,M,Olympics,2012,table_17,2,6,Gérard Kobéané,,,,Burkina Faso,,,10.48,0.186,
100m,M,Olympics,2012,table_17,3,7,Fabrice Coiffic,,,,Mauritius,,,10.59,0.165,
100m,M,Olympics,2012,table_17,4,,Kim Collins,,,,Saint Kitts and Nevis,,,—,—,
100m,M,Olympics,2012,table_18,7,1,Justin Gatlin,,,,United States,,,9.82,0.187,
100m,M,Olympics,2012,table_18,2,2,Churandy Martina,,,,Netherlands,,,9.91,0.148,
100m,M,Olympics,2012,table_18,4,3,Asafa Powell,,,,Jamaica,,,9.94,0.155,
100m,M,Olympics,2012,table_18,8,4,Keston Bledman,,,,Trinidad and Tobago,,,10.04,0.175,
100m,M,Olympics,2012,table_18,6,5,Ben Youssef Meïté,,,,Ivory Coast,,,10.13,0.163,
100m,M,Olympics,2012,table_18,5,6,Jimmy Vicaut,,,,France,,,10.16,0.203,
100m,M,Olympics,2012,table_18,9,7,James Dasaolu,,,,Great Britain,,,10.18,0.174,
100m,M,Olympics,2012,table_18,3,8,Suwaibou Sanneh,,,,The Gambia,,,10.18,0.175,
100m,M,Olympics,2012,table_19,4,1,Usain Bolt,,,,Jamaica,,,9.87,0.18,
100m,M,Olympics,2012,table_19,7,2,Ryan Bailey,,,,United States,,,9.96,0.155,
100m,M,Olympics,2012,table_19,8,3,Richard Thompson,,,,Trinidad and Tobago,,,10.02,0.158,
100m,M,Olympics,2012,table_19,5,4,Dwain Chambers,,,,Great Britain,,,10.05,0.154,
100m,M,Olympics,2012,table_19,9,5,Gerald Phiri,,,,Zambia,,,10.11,0.165,
100m,M,Olympics,2012,table_19,6,6,Daniel Bailey,,,,Antigua and Barbuda,,,10.16,0.142,
100m,M,Olympics,2012,table_19,2,7,Antoine Adams,,,,Saint Kitts and Nevis,,,10.27,0.159,
100m,M,Olympics,2012,table_19,3,8,Su Bingtian,,,,China,,,10.28,0.157,
100m,M,Olympics,2012,table_20,6,1,Yohan Blake,,,,Jamaica,,,9.85,0.176,
100m,M,Olympics,2012,table_20,4,2,Tyson Gay,,,,United States,,,9.9,0.151,
100m,M,Olympics,2012,table_20,7,3,Adam Gemili,,,,Great Britain,,,10.06,0.158,
100m,M,Olympics,2012,table_20,8,4,Derrick Atkins,,,,Bahamas,,,10.08,0.164,
100m,M,Olympics,2012,table_20,9,5,Justyn Warner,,,,Canada,,,10.09,0.135,
100m,M,Olympics,2012,table_20,5,6,Ryota Yamagata,,,,Japan,,,10.1,0.158,
100m,M,Olympics,2012,table_20,3,7,Rondel Sorrillo,,,,Trinidad and Tobago,,,10.31,0.14,
100m,M,Olympics,2012,table_20,2,,Kemar Hyman,,,,Cayman Islands,,,—,—,
100m,M,Olympics,2012,table_21,7,,Usain Bolt,,,,Jamaica,,,9.63,0.165,
100m,M,Olympics,2012,table_21,5,,Yohan Blake,,,,Jamaica,,,9.75,0.179,
100m,M,Olympics,2012,table_21,6,,Justin Gatlin,,,,United States,,,9.79,0.178,
100m,M,Olympics,2012,table_21,8,4,Ryan Bailey,,,,United States,,,9.88,0.176,
100m,M,Olympics,2012,table_21,9,5,Churandy Martina,,,,Netherlands,,,9.94,0.139,
100m,M,Olympics,2012,table_21,2,6,Richard Thompson,,,,Trinidad and Tobago,,,9.98,0.16,
100m,M,Olympics,2012,table_21,3,7,Asafa Powell,,,,Jamaica,,,11.99,0.155,
100m,M,Olympics,2012,table_21,4,,Tyson Gay,,,,United States,,,9.8,0.145,
100m,F,Olympics,2012,table_19,7,,Shelly-Ann Fraser-Pryce,,,,Jamaica,,,10.75,,
100m,F,Olympics,2012,table_19,5,,Carmelita Jeter,,,,United States,,,10.78,,
100m,F,Olympics,2012,table_19,4,,Veronica Campbell Brown,,,,Jamaica,,,10.81,,
100m,F,Olympics,2012,table_19,9,4,Tianna Madison,,,,United States,,,10.85,,
100m,F,Olympics,2012,table_19,8,5,Allyson Felix,,,,United States,,,10.89,,
100m,F,Olympics,2012,table_19,2,6,Kelly-Ann Baptiste,,,,Trinidad and Tobago,,,10.94,,
100m,F,Olympics,2012,table_19,3,7,Murielle Ahouré,,,,Ivory Coast,,,11,,
100m,F,Olympics,2012,table_19,6,8,Blessing Okagbare,,,,Nigeria,,,11.01,,
200m,M,Olympics,2012,table_16,7,,Usain Bolt,,,,Jamaica,,,19.32,,
200m,M,Olympics,2012,table_16,4,,Yohan Blake,,,,Jamaica,,,19.44,,
200m,M,Olympics,2012,table_16,8,,Warren Weir,,,,Jamaica,,,19.84,,
200m,M,Olympics,2012,table_16,6,4,Wallace Spearmon,,,,United States,,,19.9,,
200m,M,Olympics,2012,table_16,5,5,Churandy Martina,,,,Netherlands,,,20,,
200m,M,Olympics,2012,table_16,2,6,Christophe Lemaitre,,,,France,,,20.19,,
200m,M,Olympics,2012,table_16,3,7,Álex Quiñónez,,,,Ecuador,,,20.57,,
200m,M,Olympics,2012,table_16,9,8,Anaso Jobodwana,,,,South Africa,,,20.69,,
400m,M,Olympics,2012,table_7,6,1,Kirani James,,,,Grenada,,,45.23,0.173,
400m,M,Olympics,2012,table_7,7,2,Ramon Miller,,,,Bahamas,,,45.57,0.16,
400m,M,Olympics,2012,table_7,4,3,Liemarvin Bonevacia,,,,Independent Olympic Athletes,,,45.6,0.232,
400m,M,Olympics,2012,table_7,8,4,Isaac Makwala,,,,Botswana,,,45.67,0.211,
400m,M,Olympics,2012,table_7,3,5,Deon Lendore,,,,Trinidad and Tobago,,,45.81,0.205,
400m,M,Olympics,2012,table_7,5,6,Daundre Barnaby,,,,Canada,,,46.04,0.171,
400m,M,Olympics,2012,table_7,9,7,Bereket Desta,,,,Ethiopia,,,47.4,0.224,
400m,M,Olympics,2012,table_7,2,8,Bahaa Al Farra,,,,Palestine,,,49.93,0.212,
